NPs ID,NP_Class,INPs_Core,Targeting Strategy,Shape,Size (nm),Size_Category,Zeta Potential (mv),Zeta_Category,Responsive release,Tumor Cell,Tumor Site,Tumor Size ( mm³),Administration Dosages (mg/kg),Organ or tissue,Time point (h),Biodistribution (%ID),Tumor_%ID,Liver_%ID,Selectivity_Index,Targeting_Efficiency,Shell Type,MW Shell,HAS_PEG,Spleen_%ID
INPs-P20,Inorganic,Gold,Passive,Spherical,88.9,Optimal Range,-27.1,Negative,No,A2780 cell,Ovary,4170.0,2.4,Blood,168.0,0.59,0.54,8.53,0.0508953817153628,Moderate,PEG,5000,Yes,2.08
INPs-P20,Inorganic,Gold,Passive,Spherical,88.9,Optimal Range,-27.1,Negative,No,A2780 cell,Ovary,4170.0,2.4,Brain,0.5,0.5445,0.92,23.11,0.0380322447292269,Poor,PEG,5000,Yes,1.08
INPs-P20,Inorganic,Gold,Passive,Spherical,88.9,Optimal Range,-27.1,Negative,No,A2780 cell,Ovary,4170.0,2.4,Brain,2.0,0.04125,3.29,25.39,0.1215816703621581,Moderately High,PEG,5000,Yes,1.67
INPs-P20,Inorganic,Gold,Passive,Spherical,88.9,Optimal Range,-27.1,Negative,No,A2780 cell,Ovary,4170.0,2.4,Brain,6.0,0.037125,1.38,25.59,0.0504017531044558,Moderate,PEG,5000,Yes,1.79
INPs-P20,Inorganic,Gold,Passive,Spherical,88.9,Optimal Range,-27.1,Negative,No,A2780 cell,Ovary,4170.0,2.4,Brain,24.0,0.004125,0.99,45.68,0.020672374190854,Poor,PEG,5000,Yes,2.21
INPs-P20,Inorganic,Gold,Passive,Spherical,88.9,Optimal Range,-27.1,Negative,No,A2780 cell,Ovary,4170.0,2.4,Brain,168.0,0.004125,0.54,8.53,0.0508953817153628,Moderate,PEG,5000,Yes,2.08
INPs-P21,Inorganic,Gold,Passive,Spherical,82.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,16.62,Tumor,1.0,0.44,0.44,0.01,4.4,Exceptional,PEG,10000,Yes,0.09
INPs-P21,Inorganic,Gold,Passive,Spherical,82.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,16.62,Tumor,4.0,0.75,0.75,0.19,0.5395683453237411,High,PEG,10000,Yes,1.2
INPs-P21,Inorganic,Gold,Passive,Spherical,82.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,16.62,Tumor,8.0,1.31,1.31,6.99,0.1504018369690011,Moderately High,PEG,10000,Yes,1.72
INPs-P21,Inorganic,Gold,Passive,Spherical,82.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,16.62,Tumor,24.0,0.74,0.74,0.87,0.1101190476190476,Moderately High,PEG,10000,Yes,5.85
INPs-P21,Inorganic,Gold,Passive,Spherical,82.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,16.62,Liver,1.0,0.01,0.44,0.01,4.4,Exceptional,PEG,10000,Yes,0.09
INPs-P21,Inorganic,Gold,Passive,Spherical,82.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,16.62,Liver,4.0,0.19,0.75,0.19,0.5395683453237411,High,PEG,10000,Yes,1.2
INPs-P21,Inorganic,Gold,Passive,Spherical,82.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,16.62,Liver,8.0,6.99,1.31,6.99,0.1504018369690011,Moderately High,PEG,10000,Yes,1.72
INPs-P21,Inorganic,Gold,Passive,Spherical,82.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,16.62,Liver,24.0,0.87,0.74,0.87,0.1101190476190476,Moderately High,PEG,10000,Yes,5.85
INPs-P21,Inorganic,Gold,Passive,Spherical,82.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,16.62,Spleen,1.0,0.09,0.44,0.01,4.4,Exceptional,PEG,10000,Yes,0.09
INPs-P21,Inorganic,Gold,Passive,Spherical,82.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,16.62,Spleen,4.0,1.2,0.75,0.19,0.5395683453237411,High,PEG,10000,Yes,1.2
INPs-P21,Inorganic,Gold,Passive,Spherical,82.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,16.62,Spleen,8.0,1.72,1.31,6.99,0.1504018369690011,Moderately High,PEG,10000,Yes,1.72
INPs-P21,Inorganic,Gold,Passive,Spherical,82.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,16.62,Spleen,24.0,5.85,0.74,0.87,0.1101190476190476,Moderately High,PEG,10000,Yes,5.85
INPs-P22,Inorganic,Gold,Passive,Spherical,39.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,7.97,Tumor,1.0,1.12,1.12,0.42,1.898305084745763,High,PEG,2000,Yes,0.17
INPs-P22,Inorganic,Gold,Passive,Spherical,39.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,7.97,Tumor,4.0,3.98,3.98,2.96,0.9925187032418952,High,PEG,2000,Yes,1.05
INPs-P22,Inorganic,Gold,Passive,Spherical,39.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,7.97,Tumor,8.0,0.11,0.11,1.99,0.0514018691588785,Moderate,PEG,2000,Yes,0.15
INPs-P22,Inorganic,Gold,Passive,Spherical,39.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,7.97,Tumor,24.0,0.24,0.24,2.2,0.0923076923076923,Moderate,PEG,2000,Yes,0.4
INPs-P22,Inorganic,Gold,Passive,Spherical,39.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,7.97,Liver,1.0,0.42,1.12,0.42,1.898305084745763,High,PEG,2000,Yes,0.17
INPs-P22,Inorganic,Gold,Passive,Spherical,39.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,7.97,Liver,4.0,2.96,3.98,2.96,0.9925187032418952,High,PEG,2000,Yes,1.05
INPs-P22,Inorganic,Gold,Passive,Spherical,39.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,7.97,Liver,8.0,1.99,0.11,1.99,0.0514018691588785,Moderate,PEG,2000,Yes,0.15
INPs-P22,Inorganic,Gold,Passive,Spherical,39.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,7.97,Liver,24.0,2.2,0.24,2.2,0.0923076923076923,Moderate,PEG,2000,Yes,0.4
INPs-P22,Inorganic,Gold,Passive,Spherical,39.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,7.97,Spleen,1.0,0.17,1.12,0.42,1.898305084745763,High,PEG,2000,Yes,0.17
INPs-P22,Inorganic,Gold,Passive,Spherical,39.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,7.97,Spleen,4.0,1.05,3.98,2.96,0.9925187032418952,High,PEG,2000,Yes,1.05
INPs-P22,Inorganic,Gold,Passive,Spherical,39.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,7.97,Spleen,8.0,0.15,0.11,1.99,0.0514018691588785,Moderate,PEG,2000,Yes,0.15
INPs-P22,Inorganic,Gold,Passive,Spherical,39.6,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,7.97,Spleen,24.0,0.4,0.24,2.2,0.0923076923076923,Moderate,PEG,2000,Yes,0.4
INPs-P23,Inorganic,Gold,Passive,Spherical,61.3,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,12.34,Tumor,1.0,0.05,0.05,0.01,1.6666666666666667,High,PEG,5000,Yes,0.02
INPs-P23,Inorganic,Gold,Passive,Spherical,61.3,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,12.34,Tumor,4.0,0.35,0.35,0.06,0.2692307692307692,Moderately High,PEG,5000,Yes,1.24
INPs-P23,Inorganic,Gold,Passive,Spherical,61.3,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,12.34,Tumor,8.0,0.52,0.52,0.05,0.1925925925925926,Moderately High,PEG,5000,Yes,2.65
INPs-P23,Inorganic,Gold,Passive,Spherical,61.3,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,12.34,Tumor,24.0,1.29,1.29,22.93,0.0415191503057611,Poor,PEG,5000,Yes,8.14
INPs-P23,Inorganic,Gold,Passive,Spherical,61.3,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,12.34,Liver,1.0,0.01,0.05,0.01,1.6666666666666667,High,PEG,5000,Yes,0.02
INPs-P23,Inorganic,Gold,Passive,Spherical,61.3,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,12.34,Liver,4.0,0.06,0.35,0.06,0.2692307692307692,Moderately High,PEG,5000,Yes,1.24
INPs-P23,Inorganic,Gold,Passive,Spherical,61.3,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,12.34,Liver,8.0,0.05,0.52,0.05,0.1925925925925926,Moderately High,PEG,5000,Yes,2.65
INPs-P23,Inorganic,Gold,Passive,Spherical,61.3,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,12.34,Liver,24.0,22.93,1.29,22.93,0.0415191503057611,Poor,PEG,5000,Yes,8.14
INPs-P23,Inorganic,Gold,Passive,Spherical,61.3,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,12.34,Spleen,1.0,0.02,0.05,0.01,1.6666666666666667,High,PEG,5000,Yes,0.02
INPs-P23,Inorganic,Gold,Passive,Spherical,61.3,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,12.34,Spleen,4.0,1.24,0.35,0.06,0.2692307692307692,Moderately High,PEG,5000,Yes,1.24
INPs-P23,Inorganic,Gold,Passive,Spherical,61.3,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,12.34,Spleen,8.0,2.65,0.52,0.05,0.1925925925925926,Moderately High,PEG,5000,Yes,2.65
INPs-P23,Inorganic,Gold,Passive,Spherical,61.3,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,12.34,Spleen,24.0,8.14,1.29,22.93,0.0415191503057611,Poor,PEG,5000,Yes,8.14
INPs-P24,Inorganic,Gold,Passive,Spherical,99.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,20.0,Tumor,1.0,2.1,2.1,0.65,1.7796610169491525,High,PEG,10000,Yes,0.53
INPs-P24,Inorganic,Gold,Passive,Spherical,99.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,20.0,Tumor,4.0,0.46,0.46,5.55,0.0714285714285714,Moderate,PEG,10000,Yes,0.89
INPs-P24,Inorganic,Gold,Passive,Spherical,99.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,20.0,Tumor,8.0,0.82,0.82,1.43,0.0809476801579466,Moderate,PEG,10000,Yes,8.7
INPs-P24,Inorganic,Gold,Passive,Spherical,99.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,20.0,Tumor,24.0,0.02,0.02,5.37,0.0032894736842105,Very Poor,PEG,10000,Yes,0.71
INPs-P24,Inorganic,Gold,Passive,Spherical,99.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,20.0,Liver,1.0,0.65,2.1,0.65,1.7796610169491525,High,PEG,10000,Yes,0.53
INPs-P24,Inorganic,Gold,Passive,Spherical,99.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,20.0,Liver,4.0,5.55,0.46,5.55,0.0714285714285714,Moderate,PEG,10000,Yes,0.89
INPs-P24,Inorganic,Gold,Passive,Spherical,99.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,20.0,Liver,8.0,1.43,0.82,1.43,0.0809476801579466,Moderate,PEG,10000,Yes,8.7
INPs-P24,Inorganic,Gold,Passive,Spherical,99.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,20.0,Liver,24.0,5.37,0.02,5.37,0.0032894736842105,Very Poor,PEG,10000,Yes,0.71
INPs-P24,Inorganic,Gold,Passive,Spherical,99.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,20.0,Spleen,1.0,0.53,2.1,0.65,1.7796610169491525,High,PEG,10000,Yes,0.53
INPs-P24,Inorganic,Gold,Passive,Spherical,99.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,20.0,Spleen,4.0,0.89,0.46,5.55,0.0714285714285714,Moderate,PEG,10000,Yes,0.89
INPs-P24,Inorganic,Gold,Passive,Spherical,99.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,20.0,Spleen,8.0,8.7,0.82,1.43,0.0809476801579466,Moderate,PEG,10000,Yes,8.7
INPs-P24,Inorganic,Gold,Passive,Spherical,99.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,20.0,Spleen,24.0,0.71,0.02,5.37,0.0032894736842105,Very Poor,PEG,10000,Yes,0.71
INPs-P25,Inorganic,Gold,Passive,Spherical,22.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,4.51,Tumor,1.0,0.01,0.01,0.01,0.0294117647058823,Poor,PEG,2000,Yes,0.33
INPs-P25,Inorganic,Gold,Passive,Spherical,22.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,4.51,Tumor,4.0,0.02,0.02,0.14,0.0869565217391304,Moderate,PEG,2000,Yes,0.09
INPs-P25,Inorganic,Gold,Passive,Spherical,22.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,4.51,Tumor,8.0,0.04,0.04,0.06,0.4444444444444445,Moderately High,PEG,2000,Yes,0.03
INPs-P25,Inorganic,Gold,Passive,Spherical,22.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,4.51,Tumor,24.0,0.01,0.01,0.08,0.0999999999999999,Moderately High,PEG,2000,Yes,0.02
INPs-P25,Inorganic,Gold,Passive,Spherical,22.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,4.51,Liver,1.0,0.01,0.01,0.01,0.0294117647058823,Poor,PEG,2000,Yes,0.33
INPs-P25,Inorganic,Gold,Passive,Spherical,22.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,4.51,Liver,4.0,0.14,0.02,0.14,0.0869565217391304,Moderate,PEG,2000,Yes,0.09
INPs-P25,Inorganic,Gold,Passive,Spherical,22.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,4.51,Liver,8.0,0.06,0.04,0.06,0.4444444444444445,Moderately High,PEG,2000,Yes,0.03
INPs-P25,Inorganic,Gold,Passive,Spherical,22.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,4.51,Liver,24.0,0.08,0.01,0.08,0.0999999999999999,Moderately High,PEG,2000,Yes,0.02
INPs-P25,Inorganic,Gold,Passive,Spherical,22.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,4.51,Spleen,1.0,0.33,0.01,0.01,0.0294117647058823,Poor,PEG,2000,Yes,0.33
INPs-P25,Inorganic,Gold,Passive,Spherical,22.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,4.51,Spleen,4.0,0.09,0.02,0.14,0.0869565217391304,Moderate,PEG,2000,Yes,0.09
INPs-P25,Inorganic,Gold,Passive,Spherical,22.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,4.51,Spleen,8.0,0.03,0.04,0.06,0.4444444444444445,Moderately High,PEG,2000,Yes,0.03
INPs-P25,Inorganic,Gold,Passive,Spherical,22.4,Optimal Range,0.0,Near Neutral,No,MDA-MB-435 cell,Skin,100.0,4.51,Spleen,24.0,0.02,0.01,0.08,0.0999999999999999,Moderately High,PEG,2000,Yes,0.02
INPs-P26,Inorganic,Gold,Passive,Rod,41.8,Optimal Range,-0.06,Near Neutral,No,4T1 cell,Breast,500.0,1.0,Tumor,1.0,0.11,0.11,68.46,0.0014834794335805,Very Poor,PEG,2000,Yes,5.69
INPs-P26,Inorganic,Gold,Passive,Rod,41.8,Optimal Range,-0.06,Near Neutral,No,4T1 cell,Breast,500.0,1.0,Tumor,24.0,0.83,0.83,70.47,0.0104890686212561,Poor,PEG,2000,Yes,8.66
INPs-P26,Inorganic,Gold,Passive,Rod,41.8,Optimal Range,-0.06,Near Neutral,No,4T1 cell,Breast,500.0,1.0,Tumor,72.0,0.66,0.66,70.69,0.0084582852748942,Very Poor,PEG,2000,Yes,7.34
INPs-P26,Inorganic,Gold,Passive,Rod,41.8,Optimal Range,-0.06,Near Neutral,No,4T1 cell,Breast,500.0,1.0,Heart,1.0,0.0563,0.11,68.46,0.0014834794335805,Very Poor,PEG,2000,Yes,5.69
INPs-P26,Inorganic,Gold,Passive,Rod,41.8,Optimal Range,-0.06,Near Neutral,No,4T1 cell,Breast,500.0,1.0,Heart,24.0,0.0432,0.83,70.47,0.0104890686212561,Poor,PEG,2000,Yes,8.66
INPs-P26,Inorganic,Gold,Passive,Rod,41.8,Optimal Range,-0.06,Near Neutral,No,4T1 cell,Breast,500.0,1.0,Heart,72.0,0.0148,0.66,70.69,0.0084582852748942,Very Poor,PEG,2000,Yes,7.34
INPs-P26,Inorganic,Gold,Passive,Rod,41.8,Optimal Range,-0.06,Near Neutral,No,4T1 cell,Breast,500.0,1.0,Liver,1.0,68.46,0.11,68.46,0.0014834794335805,Very Poor,PEG,2000,Yes,5.69
INPs-P26,Inorganic,Gold,Passive,Rod,41.8,Optimal Range,-0.06,Near Neutral,No,4T1 cell,Breast,500.0,1.0,Liver,24.0,70.47,0.83,70.47,0.0104890686212561,Poor,PEG,2000,Yes,8.66
INPs-P26,Inorganic,Gold,Passive,Rod,41.8,Optimal Range,-0.06,Near Neutral,No,4T1 cell,Breast,500.0,1.0,Liver,72.0,70.69,0.66,70.69,0.0084582852748942,Very Poor,PEG,2000,Yes,7.34
INPs-P26,Inorganic,Gold,Passive,Rod,41.8,Optimal Range,-0.06,Near Neutral,No,4T1 cell,Breast,500.0,1.0,Spleen,1.0,5.69,0.11,68.46,0.0014834794335805,Very Poor,PEG,2000,Yes,5.69
INPs-P26,Inorganic,Gold,Passive,Rod,41.8,Optimal Range,-0.06,Near Neutral,No,4T1 cell,Breast,500.0,1.0,Spleen,24.0,8.66,0.83,70.47,0.0104890686212561,Poor,PEG,2000,Yes,8.66
INPs-P26,Inorganic,Gold,Passive,Rod,41.8,Optimal Range,-0.06,Near Neutral,No,4T1 cell,Breast,500.0,1.0,Spleen,72.0,7.34,0.66,70.69,0.0084582852748942,Very Poor,PEG,2000,Yes,7.34
INPs-P26,Inorganic,Gold,Passive,Rod,41.8,Optimal Range,-0.06,Near Neutral,No,4T1 cell,Breast,500.0,1.0,Lungs,1.0,0.56,0.11,68.46,0.0014834794335805,Very Poor,PEG,2000,Yes,5.69
INPs-P26,Inorganic,Gold,Passive,Rod,41.8,Optimal Range,-0.06,Near Neutral,No,4T1 cell,Breast,500.0,1.0,Lungs,24.0,0.31,0.83,70.47,0.0104890686212561,Poor,PEG,2000,Yes,8.66
INPs-P26,Inorganic,Gold,Passive,Rod,41.8,Optimal Range,-0.06,Near Neutral,No,4T1 cell,Breast,500.0,1.0,Lungs,72.0,0.04,0.66,70.69,0.0084582852748942,Very Poor,PEG,2000,Yes,7.34
INPs-P26,Inorganic,Gold,Passive,Rod,41.8,Optimal Range,-0.06,Near Neutral,No,4T1 cell,Breast,500.0,1.0,Kidneys,1.0,0.27,0.11,68.46,0.0014834794335805,Very Poor,PEG,2000,Yes,5.69
INPs-P26,Inorganic,Gold,Passive,Rod,41.8,Optimal Range,-0.06,Near Neutral,No,4T1 cell,Breast,500.0,1.0,Kidneys,24.0,0.25,0.83,70.47,0.0104890686212561,Poor,PEG,2000,Yes,8.66
INPs-P26,Inorganic,Gold,Passive,Rod,41.8,Optimal Range,-0.06,Near Neutral,No,4T1 cell,Breast,500.0,1.0,Kidneys,72.0,0.11,0.66,70.69,0.0084582852748942,Very Poor,PEG,2000,Yes,7.34
INPs-P27,Inorganic,Gold,Passive,Spherical,2.7,Small,-42.3,High Negative,No,B16 cell ,Skin,4130.0,3.36,Tumor,4.0,1.5,1.5,0.44,3.191489361702128,Exceptional,PEG,5000,Yes,0.03
INPs-P27,Inorganic,Gold,Passive,Spherical,2.7,Small,-42.3,High Negative,No,B16 cell ,Skin,4130.0,3.36,Tumor,24.0,1.96,1.96,0.35,5.157894736842105,Exceptional,PEG,5000,Yes,0.03
INPs-P27,Inorganic,Gold,Passive,Spherical,2.7,Small,-42.3,High Negative,No,B16 cell ,Skin,4130.0,3.36,Tumor,72.0,0.99,0.99,0.15,6.1875,Exceptional,PEG,5000,Yes,0.01
INPs-P27,Inorganic,Gold,Passive,Spherical,2.7,Small,-42.3,High Negative,No,B16 cell ,Skin,4130.0,3.36,Heart,4.0,0.0379,1.5,0.44,3.191489361702128,Exceptional,PEG,5000,Yes,0.03
INPs-P27,Inorganic,Gold,Passive,Spherical,2.7,Small,-42.3,High Negative,No,B16 cell ,Skin,4130.0,3.36,Heart,24.0,0.0018,1.96,0.35,5.157894736842105,Exceptional,PEG,5000,Yes,0.03
INPs-P27,Inorganic,Gold,Passive,Spherical,2.7,Small,-42.3,High Negative,No,B16 cell ,Skin,4130.0,3.36,Heart,72.0,0.002,0.99,0.15,6.1875,Exceptional,PEG,5000,Yes,0.01
INPs-P27,Inorganic,Gold,Passive,Spherical,2.7,Small,-42.3,High Negative,No,B16 cell ,Skin,4130.0,3.36,Liver,4.0,0.44,1.5,0.44,3.191489361702128,Exceptional,PEG,5000,Yes,0.03
INPs-P27,Inorganic,Gold,Passive,Spherical,2.7,Small,-42.3,High Negative,No,B16 cell ,Skin,4130.0,3.36,Liver,24.0,0.35,1.96,0.35,5.157894736842105,Exceptional,PEG,5000,Yes,0.03
INPs-P27,Inorganic,Gold,Passive,Spherical,2.7,Small,-42.3,High Negative,No,B16 cell ,Skin,4130.0,3.36,Liver,72.0,0.15,0.99,0.15,6.1875,Exceptional,PEG,5000,Yes,0.01
INPs-P27,Inorganic,Gold,Passive,Spherical,2.7,Small,-42.3,High Negative,No,B16 cell ,Skin,4130.0,3.36,Spleen,4.0,0.03,1.5,0.44,3.191489361702128,Exceptional,PEG,5000,Yes,0.03
INPs-P27,Inorganic,Gold,Passive,Spherical,2.7,Small,-42.3,High Negative,No,B16 cell ,Skin,4130.0,3.36,Spleen,24.0,0.03,1.96,0.35,5.157894736842105,Exceptional,PEG,5000,Yes,0.03
INPs-P27,Inorganic,Gold,Passive,Spherical,2.7,Small,-42.3,High Negative,No,B16 cell ,Skin,4130.0,3.36,Spleen,72.0,0.01,0.99,0.15,6.1875,Exceptional,PEG,5000,Yes,0.01
INPs-P27,Inorganic,Gold,Passive,Spherical,2.7,Small,-42.3,High Negative,No,B16 cell ,Skin,4130.0,3.36,Lungs,4.0,0.05,1.5,0.44,3.191489361702128,Exceptional,PEG,5000,Yes,0.03
INPs-P27,Inorganic,Gold,Passive,Spherical,2.7,Small,-42.3,High Negative,No,B16 cell ,Skin,4130.0,3.36,Lungs,24.0,0.01,1.96,0.35,5.157894736842105,Exceptional,PEG,5000,Yes,0.03
INPs-P27,Inorganic,Gold,Passive,Spherical,2.7,Small,-42.3,High Negative,No,B16 cell ,Skin,4130.0,3.36,Lungs,72.0,0.01,0.99,0.15,6.1875,Exceptional,PEG,5000,Yes,0.01
INPs-P27,Inorganic,Gold,Passive,Spherical,2.7,Small,-42.3,High Negative,No,B16 cell ,Skin,4130.0,3.36,Kidneys,4.0,0.07,1.5,0.44,3.191489361702128,Exceptional,PEG,5000,Yes,0.03
INPs-P27,Inorganic,Gold,Passive,Spherical,2.7,Small,-42.3,High Negative,No,B16 cell ,Skin,4130.0,3.36,Kidneys,24.0,0.1,1.96,0.35,5.157894736842105,Exceptional,PEG,5000,Yes,0.03
INPs-P27,Inorganic,Gold,Passive,Spherical,2.7,Small,-42.3,High Negative,No,B16 cell ,Skin,4130.0,3.36,Kidneys,72.0,0.04,0.99,0.15,6.1875,Exceptional,PEG,5000,Yes,0.01
INPs-P27,Inorganic,Gold,Passive,Spherical,2.7,Small,-42.3,High Negative,No,B16 cell ,Skin,4130.0,3.36,Blood,4.0,1.598,1.5,0.44,3.191489361702128,Exceptional,PEG,5000,Yes,0.03
INPs-P27,Inorganic,Gold,Passive,Spherical,2.7,Small,-42.3,High Negative,No,B16 cell ,Skin,4130.0,3.36,Blood,24.0,0.202,1.96,0.35,5.157894736842105,Exceptional,PEG,5000,Yes,0.03
INPs-P27,Inorganic,Gold,Passive,Spherical,2.7,Small,-42.3,High Negative,No,B16 cell ,Skin,4130.0,3.36,Blood,72.0,0.023,0.99,0.15,6.1875,Exceptional,PEG,5000,Yes,0.01
INPs-P28,Inorganic,Gold,Passive,Spherical,2.7,Small,-16.8,Negative,No,B16 cell ,Skin,4130.0,3.36,Tumor,4.0,1.02,1.02,0.16,6.375,Exceptional,No Stealth Effect,Not Exist,No,0.0
INPs-P28,Inorganic,Gold,Passive,Spherical,2.7,Small,-16.8,Negative,No,B16 cell ,Skin,4130.0,3.36,Tumor,24.0,0.9,0.9,0.14,5.999999999999999,Exceptional,No Stealth Effect,Not Exist,No,0.01
INPs-P28,Inorganic,Gold,Passive,Spherical,2.7,Small,-16.8,Negative,No,B16 cell ,Skin,4130.0,3.36,Tumor,72.0,1.05,1.05,0.23,4.2,Exceptional,No Stealth Effect,Not Exist,No,0.02
INPs-P28,Inorganic,Gold,Passive,Spherical,2.7,Small,-16.8,Negative,No,B16 cell ,Skin,4130.0,3.36,Heart,4.0,0.002,1.02,0.16,6.375,Exceptional,No Stealth Effect,Not Exist,No,0.0
INPs-P28,Inorganic,Gold,Passive,Spherical,2.7,Small,-16.8,Negative,No,B16 cell ,Skin,4130.0,3.36,Heart,24.0,0.0007,0.9,0.14,5.999999999999999,Exceptional,No Stealth Effect,Not Exist,No,0.01
INPs-P28,Inorganic,Gold,Passive,Spherical,2.7,Small,-16.8,Negative,No,B16 cell ,Skin,4130.0,3.36,Heart,72.0,0.0029,1.05,0.23,4.2,Exceptional,No Stealth Effect,Not Exist,No,0.02
INPs-P28,Inorganic,Gold,Passive,Spherical,2.7,Small,-16.8,Negative,No,B16 cell ,Skin,4130.0,3.36,Liver,4.0,0.16,1.02,0.16,6.375,Exceptional,No Stealth Effect,Not Exist,No,0.0
INPs-P28,Inorganic,Gold,Passive,Spherical,2.7,Small,-16.8,Negative,No,B16 cell ,Skin,4130.0,3.36,Liver,24.0,0.14,0.9,0.14,5.999999999999999,Exceptional,No Stealth Effect,Not Exist,No,0.01
INPs-P28,Inorganic,Gold,Passive,Spherical,2.7,Small,-16.8,Negative,No,B16 cell ,Skin,4130.0,3.36,Liver,72.0,0.23,1.05,0.23,4.2,Exceptional,No Stealth Effect,Not Exist,No,0.02
INPs-P28,Inorganic,Gold,Passive,Spherical,2.7,Small,-16.8,Negative,No,B16 cell ,Skin,4130.0,3.36,Spleen,24.0,0.01,0.9,0.14,5.999999999999999,Exceptional,No Stealth Effect,Not Exist,No,0.01
