Fact_ID,NP_Key,Tumor_Key,Time_Key,Targeting_Key,Organ_Key,Administration_Key,Efficiency_Key,Biodistribution (%ID),Tumor_%ID,Liver_%ID,Spleen_%ID,Selectivity_Index
337,16,8,9,2,17,32,1,0.02,0.02,15.57,2.36,0.0011154489682097
338,16,8,17,2,17,32,1,0.02,0.02,41.53,2.14,0.0004579803068468
339,16,8,23,2,17,32,1,0.06,0.06,51.33,1.65,0.001132502831257
340,16,8,9,2,7,32,1,15.57,0.02,15.57,2.36,0.0011154489682097
341,16,8,17,2,7,32,1,41.53,0.02,41.53,2.14,0.0004579803068468
342,16,8,23,2,7,32,1,51.33,0.06,51.33,1.65,0.001132502831257
343,16,8,9,2,15,32,1,2.36,0.02,15.57,2.36,0.0011154489682097
344,16,8,17,2,15,32,1,2.14,0.02,41.53,2.14,0.0004579803068468
345,16,8,23,2,15,32,1,1.65,0.06,51.33,1.65,0.001132502831257
346,16,8,9,2,1,32,1,3.879,0.02,15.57,2.36,0.0011154489682097
347,16,8,17,2,1,32,1,0.264,0.02,41.53,2.14,0.0004579803068468
348,16,8,23,2,1,32,1,0.088,0.06,51.33,1.65,0.001132502831257
349,17,9,14,2,17,18,3,0.12,0.12,1.22,1.08,0.0521739130434782
350,17,9,17,2,17,18,3,0.41,0.41,2.62,3.77,0.0641627543035993
351,17,9,23,2,17,18,3,0.52,0.52,2.27,3.91,0.0841423948220064
352,17,9,24,2,17,18,1,0.16,0.16,5.42,17.11,0.0071016422547714
353,17,9,14,2,4,18,3,0.2254,0.12,1.22,1.08,0.0521739130434782
354,17,9,17,2,4,18,3,0.2213,0.41,2.62,3.77,0.0641627543035993
355,17,9,23,2,4,18,3,0.0644,0.52,2.27,3.91,0.0841423948220064
356,17,9,24,2,4,18,1,0.0845,0.16,5.42,17.11,0.0071016422547714
357,17,9,14,2,7,18,3,1.22,0.12,1.22,1.08,0.0521739130434782
358,17,9,17,2,7,18,3,2.62,0.41,2.62,3.77,0.0641627543035993
359,17,9,23,2,7,18,3,2.27,0.52,2.27,3.91,0.0841423948220064
360,17,9,24,2,7,18,1,5.42,0.16,5.42,17.11,0.0071016422547714
361,17,9,14,2,15,18,3,1.08,0.12,1.22,1.08,0.0521739130434782
362,17,9,17,2,15,18,3,3.77,0.41,2.62,3.77,0.0641627543035993
363,17,9,23,2,15,18,3,3.91,0.52,2.27,3.91,0.0841423948220064
364,17,9,24,2,15,18,1,17.11,0.16,5.42,17.11,0.0071016422547714
365,17,9,14,2,8,18,3,0.61,0.12,1.22,1.08,0.0521739130434782
366,17,9,17,2,8,18,3,0.32,0.41,2.62,3.77,0.0641627543035993
367,17,9,23,2,8,18,3,0.05,0.52,2.27,3.91,0.0841423948220064
368,17,9,24,2,8,18,1,0.05,0.16,5.42,17.11,0.0071016422547714
369,17,9,14,2,6,18,3,0.35,0.12,1.22,1.08,0.0521739130434782
370,17,9,17,2,6,18,3,0.21,0.41,2.62,3.77,0.0641627543035993
371,17,9,23,2,6,18,3,0.08,0.52,2.27,3.91,0.0841423948220064
372,17,9,24,2,6,18,1,0.16,0.16,5.42,17.11,0.0071016422547714
373,17,9,14,2,11,18,3,0.496,0.12,1.22,1.08,0.0521739130434782
374,17,9,17,2,11,18,3,1.154,0.41,2.62,3.77,0.0641627543035993
375,17,9,23,2,11,18,3,0.199,0.52,2.27,3.91,0.0841423948220064
376,17,9,24,2,11,18,1,0.009,0.16,5.42,17.11,0.0071016422547714
377,17,9,14,2,14,18,3,1.04152,0.12,1.22,1.08,0.0521739130434782
378,17,9,17,2,14,18,3,0.59935,0.41,2.62,3.77,0.0641627543035993
379,17,9,23,2,14,18,3,0.75884,0.52,2.27,3.91,0.0841423948220064
380,17,9,24,2,14,18,1,0.23198,0.16,5.42,17.11,0.0071016422547714
381,17,9,14,2,2,18,3,0.06039,0.12,1.22,1.08,0.0521739130434782
382,17,9,17,2,2,18,3,0.06039,0.41,2.62,3.77,0.0641627543035993
383,17,9,23,2,2,18,3,0.04719,0.52,2.27,3.91,0.0841423948220064
384,17,9,24,2,2,18,1,0.01639,0.16,5.42,17.11,0.0071016422547714
385,17,9,14,2,9,18,3,0.07249,0.12,1.22,1.08,0.0521739130434782
386,17,9,17,2,9,18,3,0.01639,0.41,2.62,3.77,0.0641627543035993
387,17,9,23,2,9,18,3,0.11539,0.52,2.27,3.91,0.0841423948220064
388,17,9,24,2,9,18,1,0.04719,0.16,5.42,17.11,0.0071016422547714
389,17,9,14,2,3,18,3,0.02959,0.12,1.22,1.08,0.0521739130434782
390,17,9,17,2,3,18,3,0.01089,0.41,2.62,3.77,0.0641627543035993
391,18,10,16,2,17,30,2,0.75,0.75,29.66,2.36,0.0234228607120549
392,18,10,23,2,17,30,2,0.78,0.78,37.87,6.54,0.0175636117991443
393,18,10,24,2,17,30,2,1.1,1.1,44.75,4.77,0.0222132471728594
394,18,10,16,2,4,30,2,0.6258,0.75,29.66,2.36,0.0234228607120549
395,18,10,23,2,4,30,2,0.4867,0.78,37.87,6.54,0.0175636117991443
396,18,10,24,2,4,30,2,0.2086,1.1,44.75,4.77,0.0222132471728594
397,18,10,16,2,7,30,2,29.66,0.75,29.66,2.36,0.0234228607120549
398,18,10,23,2,7,30,2,37.87,0.78,37.87,6.54,0.0175636117991443
399,18,10,24,2,7,30,2,44.75,1.1,44.75,4.77,0.0222132471728594
400,18,10,16,2,15,30,2,2.36,0.75,29.66,2.36,0.0234228607120549
401,18,10,23,2,15,30,2,6.54,0.78,37.87,6.54,0.0175636117991443
402,18,10,24,2,15,30,2,4.77,1.1,44.75,4.77,0.0222132471728594
403,18,10,16,2,8,30,2,0.61,0.75,29.66,2.36,0.0234228607120549
404,18,10,23,2,8,30,2,0.27,0.78,37.87,6.54,0.0175636117991443
405,18,10,24,2,8,30,2,0.31,1.1,44.75,4.77,0.0222132471728594
406,18,10,16,2,6,30,2,0.93,0.75,29.66,2.36,0.0234228607120549
407,18,10,23,2,6,30,2,1.15,0.78,37.87,6.54,0.0175636117991443
408,18,10,24,2,6,30,2,1.22,1.1,44.75,4.77,0.0222132471728594
409,18,10,23,2,1,30,2,0.688,0.78,37.87,6.54,0.0175636117991443
410,18,10,24,2,1,30,2,0.222,1.1,44.75,4.77,0.0222132471728594
411,19,11,7,2,17,9,5,2.91,2.91,4.54,0.13,0.6231263383297645
412,19,11,11,2,17,9,6,13.84,13.84,4.6,0.34,2.801619433198381
413,19,11,16,2,17,9,5,16.28,16.28,9.51,0.47,1.6312625250501005
414,19,11,23,2,17,9,5,9.17,9.17,13.3,1.11,0.6363636363636364
415,19,11,28,2,17,9,4,2.06,2.06,10.44,1.72,0.1694078947368421
416,19,11,7,2,4,9,5,0.3427,2.91,4.54,0.13,0.6231263383297645
417,19,11,11,2,4,9,6,0.1877,13.84,4.6,0.34,2.801619433198381
418,19,11,16,2,4,9,5,0.1877,16.28,9.51,0.47,1.6312625250501005
419,19,11,23,2,4,9,5,0.0734,9.17,13.3,1.11,0.6363636363636364
420,19,11,28,2,4,9,4,0.0653,2.06,10.44,1.72,0.1694078947368421
421,19,11,7,2,7,9,5,4.54,2.91,4.54,0.13,0.6231263383297645
422,19,11,11,2,7,9,6,4.6,13.84,4.6,0.34,2.801619433198381
423,19,11,16,2,7,9,5,9.51,16.28,9.51,0.47,1.6312625250501005
424,19,11,23,2,7,9,5,13.3,9.17,13.3,1.11,0.6363636363636364
425,19,11,28,2,7,9,4,10.44,2.06,10.44,1.72,0.1694078947368421
426,19,11,7,2,15,9,5,0.13,2.91,4.54,0.13,0.6231263383297645
427,19,11,11,2,15,9,6,0.34,13.84,4.6,0.34,2.801619433198381
428,19,11,16,2,15,9,5,0.47,16.28,9.51,0.47,1.6312625250501005
429,19,11,23,2,15,9,5,1.11,9.17,13.3,1.11,0.6363636363636364
430,19,11,28,2,15,9,4,1.72,2.06,10.44,1.72,0.1694078947368421
431,19,11,7,2,8,9,5,0.27,2.91,4.54,0.13,0.6231263383297645
432,19,11,11,2,8,9,6,0.4,13.84,4.6,0.34,2.801619433198381
433,19,11,16,2,8,9,5,0.37,16.28,9.51,0.47,1.6312625250501005
434,19,11,23,2,8,9,5,0.12,9.17,13.3,1.11,0.6363636363636364
435,19,11,28,2,8,9,4,0.04,2.06,10.44,1.72,0.1694078947368421
436,19,11,7,2,6,9,5,0.29,2.91,4.54,0.13,0.6231263383297645
437,19,11,11,2,6,9,6,0.54,13.84,4.6,0.34,2.801619433198381
438,19,11,16,2,6,9,5,0.49,16.28,9.51,0.47,1.6312625250501005
439,19,11,23,2,6,9,5,0.81,9.17,13.3,1.11,0.6363636363636364
440,19,11,28,2,6,9,4,0.45,2.06,10.44,1.72,0.1694078947368421
441,19,11,1,2,1,9,1,44.65753425,0.0,0.0,0.0,0.0
442,19,11,7,2,1,9,5,24.5,2.91,4.54,0.13,0.6231263383297645
443,19,11,11,2,1,9,6,20.199,13.84,4.6,0.34,2.801619433198381
444,19,11,16,2,1,9,5,13.553,16.28,9.51,0.47,1.6312625250501005
445,19,11,23,2,1,9,5,1.955,9.17,13.3,1.11,0.6363636363636364
446,19,11,7,2,3,9,5,0.033,2.91,4.54,0.13,0.6231263383297645
447,19,11,11,2,3,9,6,0.07425,13.84,4.6,0.34,2.801619433198381
448,19,11,16,2,3,9,5,0.033,16.28,9.51,0.47,1.6312625250501005
449,19,11,23,2,3,9,5,0.066,9.17,13.3,1.11,0.6363636363636364
450,19,11,28,2,3,9,4,0.301125,2.06,10.44,1.72,0.1694078947368421
451,20,11,7,2,17,14,2,0.92,0.92,23.11,1.08,0.0380322447292269
452,20,11,11,2,17,14,4,3.29,3.29,25.39,1.67,0.1215816703621581
453,20,11,16,2,17,14,3,1.38,1.38,25.59,1.79,0.0504017531044558
454,20,11,23,2,17,14,2,0.99,0.99,45.68,2.21,0.020672374190854
455,20,11,28,2,17,14,3,0.54,0.54,8.53,2.08,0.0508953817153628
456,20,11,7,2,4,14,2,0.3087,0.92,23.11,1.08,0.0380322447292269
457,20,11,11,2,4,14,4,0.1323,3.29,25.39,1.67,0.1215816703621581
458,20,11,16,2,4,14,3,0.0088,1.38,25.59,1.79,0.0504017531044558
459,20,11,23,2,4,14,2,0.0088,0.99,45.68,2.21,0.020672374190854
460,20,11,28,2,4,14,3,0.0529,0.54,8.53,2.08,0.0508953817153628
461,20,11,7,2,7,14,2,23.11,0.92,23.11,1.08,0.0380322447292269
462,20,11,11,2,7,14,4,25.39,3.29,25.39,1.67,0.1215816703621581
463,20,11,16,2,7,14,3,25.59,1.38,25.59,1.79,0.0504017531044558
464,20,11,23,2,7,14,2,45.68,0.99,45.68,2.21,0.020672374190854
465,20,11,28,2,7,14,3,8.53,0.54,8.53,2.08,0.0508953817153628
466,20,11,7,2,15,14,2,1.08,0.92,23.11,1.08,0.0380322447292269
467,20,11,11,2,15,14,4,1.67,3.29,25.39,1.67,0.1215816703621581
468,20,11,16,2,15,14,3,1.79,1.38,25.59,1.79,0.0504017531044558
469,20,11,23,2,15,14,2,2.21,0.99,45.68,2.21,0.020672374190854
470,20,11,28,2,15,14,3,2.08,0.54,8.53,2.08,0.0508953817153628
471,20,11,7,2,8,14,2,0.23,0.92,23.11,1.08,0.0380322447292269
472,20,11,11,2,8,14,4,0.38,3.29,25.39,1.67,0.1215816703621581
473,20,11,16,2,8,14,3,0.05,1.38,25.59,1.79,0.0504017531044558
474,20,11,23,2,8,14,2,0.04,0.99,45.68,2.21,0.020672374190854
475,20,11,28,2,8,14,3,0.01,0.54,8.53,2.08,0.0508953817153628
476,20,11,7,2,6,14,2,0.55,0.92,23.11,1.08,0.0380322447292269
477,20,11,11,2,6,14,4,0.18,3.29,25.39,1.67,0.1215816703621581
478,20,11,16,2,6,14,3,0.04,1.38,25.59,1.79,0.0504017531044558
479,20,11,23,2,6,14,2,0.02,0.99,45.68,2.21,0.020672374190854
480,20,11,28,2,6,14,3,0.02,0.54,8.53,2.08,0.0508953817153628
481,20,11,1,2,1,14,1,28.26936175,0.0,0.0,0.0,0.0
482,20,11,7,2,1,14,2,11.512,0.92,23.11,1.08,0.0380322447292269
483,20,11,11,2,1,14,4,8.855,3.29,25.39,1.67,0.1215816703621581
484,20,11,16,2,1,14,3,1.328,1.38,25.59,1.79,0.0504017531044558
485,20,11,23,2,1,14,2,0.443,0.99,45.68,2.21,0.020672374190854
486,20,11,28,2,1,14,3,0.59,0.54,8.53,2.08,0.0508953817153628
487,20,11,7,2,3,14,2,0.5445,0.92,23.11,1.08,0.0380322447292269
488,20,11,11,2,3,14,4,0.04125,3.29,25.39,1.67,0.1215816703621581
489,20,11,16,2,3,14,3,0.037125,1.38,25.59,1.79,0.0504017531044558
490,20,11,23,2,3,14,2,0.004125,0.99,45.68,2.21,0.020672374190854
491,20,11,28,2,3,14,3,0.004125,0.54,8.53,2.08,0.0508953817153628
492,21,12,9,2,17,36,6,0.44,0.44,0.01,0.09,4.4
493,21,12,14,2,17,36,5,0.75,0.75,0.19,1.2,0.5395683453237411
494,21,12,17,2,17,36,4,1.31,1.31,6.99,1.72,0.1504018369690011
495,21,12,23,2,17,36,4,0.74,0.74,0.87,5.85,0.1101190476190476
496,21,12,9,2,7,36,6,0.01,0.44,0.01,0.09,4.4
497,21,12,14,2,7,36,5,0.19,0.75,0.19,1.2,0.5395683453237411
498,21,12,17,2,7,36,4,6.99,1.31,6.99,1.72,0.1504018369690011
499,21,12,23,2,7,36,4,0.87,0.74,0.87,5.85,0.1101190476190476
500,21,12,9,2,15,36,6,0.09,0.44,0.01,0.09,4.4
501,21,12,14,2,15,36,5,1.2,0.75,0.19,1.2,0.5395683453237411
502,21,12,17,2,15,36,4,1.72,1.31,6.99,1.72,0.1504018369690011
503,21,12,23,2,15,36,4,5.85,0.74,0.87,5.85,0.1101190476190476
504,22,12,9,2,17,27,5,1.12,1.12,0.42,0.17,1.898305084745763
505,22,12,14,2,17,27,5,3.98,3.98,2.96,1.05,0.9925187032418952
506,22,12,17,2,17,27,3,0.11,0.11,1.99,0.15,0.0514018691588785
507,22,12,23,2,17,27,3,0.24,0.24,2.2,0.4,0.0923076923076923
508,22,12,9,2,7,27,5,0.42,1.12,0.42,0.17,1.898305084745763
509,22,12,14,2,7,27,5,2.96,3.98,2.96,1.05,0.9925187032418952
510,22,12,17,2,7,27,3,1.99,0.11,1.99,0.15,0.0514018691588785
511,22,12,23,2,7,27,3,2.2,0.24,2.2,0.4,0.0923076923076923
512,22,12,9,2,15,27,5,0.17,1.12,0.42,0.17,1.898305084745763
513,22,12,14,2,15,27,5,1.05,3.98,2.96,1.05,0.9925187032418952
514,22,12,17,2,15,27,3,0.15,0.11,1.99,0.15,0.0514018691588785
515,22,12,23,2,15,27,3,0.4,0.24,2.2,0.4,0.0923076923076923
516,23,12,9,2,17,35,5,0.05,0.05,0.01,0.02,1.6666666666666667
517,23,12,14,2,17,35,4,0.35,0.35,0.06,1.24,0.2692307692307692
518,23,12,17,2,17,35,4,0.52,0.52,0.05,2.65,0.1925925925925926
519,23,12,23,2,17,35,2,1.29,1.29,22.93,8.14,0.0415191503057611
520,23,12,9,2,7,35,5,0.01,0.05,0.01,0.02,1.6666666666666667
521,23,12,14,2,7,35,4,0.06,0.35,0.06,1.24,0.2692307692307692
522,23,12,17,2,7,35,4,0.05,0.52,0.05,2.65,0.1925925925925926
523,23,12,23,2,7,35,2,22.93,1.29,22.93,8.14,0.0415191503057611
524,23,12,9,2,15,35,5,0.02,0.05,0.01,0.02,1.6666666666666667
525,23,12,14,2,15,35,4,1.24,0.35,0.06,1.24,0.2692307692307692
526,23,12,17,2,15,35,4,2.65,0.52,0.05,2.65,0.1925925925925926
527,23,12,23,2,15,35,2,8.14,1.29,22.93,8.14,0.0415191503057611
528,24,12,9,2,17,37,5,2.1,2.1,0.65,0.53,1.7796610169491525
529,24,12,14,2,17,37,3,0.46,0.46,5.55,0.89,0.0714285714285714
530,24,12,17,2,17,37,3,0.82,0.82,1.43,8.7,0.0809476801579466
531,24,12,23,2,17,37,1,0.02,0.02,5.37,0.71,0.0032894736842105
532,24,12,9,2,7,37,5,0.65,2.1,0.65,0.53,1.7796610169491525
533,24,12,14,2,7,37,3,5.55,0.46,5.55,0.89,0.0714285714285714
534,24,12,17,2,7,37,3,1.43,0.82,1.43,8.7,0.0809476801579466
535,24,12,23,2,7,37,1,5.37,0.02,5.37,0.71,0.0032894736842105
536,24,12,9,2,15,37,5,0.53,2.1,0.65,0.53,1.7796610169491525
537,24,12,14,2,15,37,3,0.89,0.46,5.55,0.89,0.0714285714285714
538,24,12,17,2,15,37,3,8.7,0.82,1.43,8.7,0.0809476801579466
539,24,12,23,2,15,37,1,0.71,0.02,5.37,0.71,0.0032894736842105
540,25,12,9,2,17,22,2,0.01,0.01,0.01,0.33,0.0294117647058823
541,25,12,14,2,17,22,3,0.02,0.02,0.14,0.09,0.0869565217391304
542,25,12,17,2,17,22,4,0.04,0.04,0.06,0.03,0.4444444444444445
543,25,12,23,2,17,22,4,0.01,0.01,0.08,0.02,0.0999999999999999
544,25,12,9,2,7,22,2,0.01,0.01,0.01,0.33,0.0294117647058823
545,25,12,14,2,7,22,3,0.14,0.02,0.14,0.09,0.0869565217391304
546,25,12,17,2,7,22,4,0.06,0.04,0.06,0.03,0.4444444444444445
547,25,12,23,2,7,22,4,0.08,0.01,0.08,0.02,0.0999999999999999
548,25,12,9,2,15,22,2,0.33,0.01,0.01,0.33,0.0294117647058823
549,25,12,14,2,15,22,3,0.09,0.02,0.14,0.09,0.0869565217391304
550,25,12,17,2,15,22,4,0.03,0.04,0.06,0.03,0.4444444444444445
551,25,12,23,2,15,22,4,0.02,0.01,0.08,0.02,0.0999999999999999
552,26,13,9,2,17,5,1,0.11,0.11,68.46,5.69,0.0014834794335805
553,26,13,23,2,17,5,2,0.83,0.83,70.47,8.66,0.0104890686212561
554,26,13,25,2,17,5,1,0.66,0.66,70.69,7.34,0.0084582852748942
555,26,13,9,2,4,5,1,0.0563,0.11,68.46,5.69,0.0014834794335805
556,26,13,23,2,4,5,2,0.0432,0.83,70.47,8.66,0.0104890686212561
557,26,13,25,2,4,5,1,0.0148,0.66,70.69,7.34,0.0084582852748942
558,26,13,9,2,7,5,1,68.46,0.11,68.46,5.69,0.0014834794335805
559,26,13,23,2,7,5,2,70.47,0.83,70.47,8.66,0.0104890686212561
560,26,13,25,2,7,5,1,70.69,0.66,70.69,7.34,0.0084582852748942
561,26,13,9,2,15,5,1,5.69,0.11,68.46,5.69,0.0014834794335805
562,26,13,23,2,15,5,2,8.66,0.83,70.47,8.66,0.0104890686212561
563,26,13,25,2,15,5,1,7.34,0.66,70.69,7.34,0.0084582852748942
564,26,13,9,2,8,5,1,0.56,0.11,68.46,5.69,0.0014834794335805
565,26,13,23,2,8,5,2,0.31,0.83,70.47,8.66,0.0104890686212561
566,26,13,25,2,8,5,1,0.04,0.66,70.69,7.34,0.0084582852748942
567,26,13,9,2,6,5,1,0.27,0.11,68.46,5.69,0.0014834794335805
568,26,13,23,2,6,5,2,0.25,0.83,70.47,8.66,0.0104890686212561
569,26,13,25,2,6,5,1,0.11,0.66,70.69,7.34,0.0084582852748942
570,27,14,14,2,17,17,6,1.5,1.5,0.44,0.03,3.191489361702128
571,27,14,23,2,17,17,6,1.96,1.96,0.35,0.03,5.157894736842105
572,27,14,25,2,17,17,6,0.99,0.99,0.15,0.01,6.1875
573,27,14,14,2,4,17,6,0.0379,1.5,0.44,0.03,3.191489361702128
574,27,14,23,2,4,17,6,0.0018,1.96,0.35,0.03,5.157894736842105
575,27,14,25,2,4,17,6,0.002,0.99,0.15,0.01,6.1875
576,27,14,14,2,7,17,6,0.44,1.5,0.44,0.03,3.191489361702128
577,27,14,23,2,7,17,6,0.35,1.96,0.35,0.03,5.157894736842105
578,27,14,25,2,7,17,6,0.15,0.99,0.15,0.01,6.1875
579,27,14,14,2,15,17,6,0.03,1.5,0.44,0.03,3.191489361702128
580,27,14,23,2,15,17,6,0.03,1.96,0.35,0.03,5.157894736842105
581,27,14,25,2,15,17,6,0.01,0.99,0.15,0.01,6.1875
582,27,14,14,2,8,17,6,0.05,1.5,0.44,0.03,3.191489361702128
583,27,14,23,2,8,17,6,0.01,1.96,0.35,0.03,5.157894736842105
584,27,14,25,2,8,17,6,0.01,0.99,0.15,0.01,6.1875
585,27,14,14,2,6,17,6,0.07,1.5,0.44,0.03,3.191489361702128
586,27,14,23,2,6,17,6,0.1,1.96,0.35,0.03,5.157894736842105
587,27,14,25,2,6,17,6,0.04,0.99,0.15,0.01,6.1875
588,27,14,14,2,1,17,6,1.598,1.5,0.44,0.03,3.191489361702128
589,27,14,23,2,1,17,6,0.202,1.96,0.35,0.03,5.157894736842105
590,27,14,25,2,1,17,6,0.023,0.99,0.15,0.01,6.1875
591,28,14,14,2,17,17,6,1.02,1.02,0.16,0.0,6.375
592,28,14,23,2,17,17,6,0.9,0.9,0.14,0.01,5.999999999999999
593,28,14,25,2,17,17,6,1.05,1.05,0.23,0.02,4.2
594,28,14,14,2,4,17,6,0.002,1.02,0.16,0.0,6.375
595,28,14,23,2,4,17,6,0.0007,0.9,0.14,0.01,5.999999999999999
596,28,14,25,2,4,17,6,0.0029,1.05,0.23,0.02,4.2
597,28,14,14,2,7,17,6,0.16,1.02,0.16,0.0,6.375
598,28,14,23,2,7,17,6,0.14,0.9,0.14,0.01,5.999999999999999
599,28,14,25,2,7,17,6,0.23,1.05,0.23,0.02,4.2
600,28,14,23,2,15,17,6,0.01,0.9,0.14,0.01,5.999999999999999
601,28,14,25,2,15,17,6,0.02,1.05,0.23,0.02,4.2
602,28,14,25,2,8,17,6,0.01,1.05,0.23,0.02,4.2
603,28,14,14,2,6,17,6,0.04,1.02,0.16,0.0,6.375
604,28,14,23,2,6,17,6,0.03,0.9,0.14,0.01,5.999999999999999
605,28,14,25,2,6,17,6,0.04,1.05,0.23,0.02,4.2
606,28,14,14,2,1,17,6,0.496,1.02,0.16,0.0,6.375
607,28,14,23,2,1,17,6,0.178,0.9,0.14,0.01,5.999999999999999
608,28,14,25,2,1,17,6,0.039,1.05,0.23,0.02,4.2
609,29,15,9,1,17,11,2,0.7,0.7,19.99,1.96,0.0318906605922551
610,29,15,20,1,17,11,3,2.28,2.28,21.74,2.54,0.0939044481054365
611,29,15,23,1,17,11,4,4.67,4.67,31.85,3.28,0.1329348135496726
612,29,15,9,1,4,11,2,1.6606,0.7,19.99,1.96,0.0318906605922551
613,29,15,20,1,4,11,3,1.2158,2.28,21.74,2.54,0.0939044481054365
614,29,15,23,1,4,11,4,1.1565,4.67,31.85,3.28,0.1329348135496726
615,29,15,9,1,7,11,2,19.99,0.7,19.99,1.96,0.0318906605922551
616,29,15,20,1,7,11,3,21.74,2.28,21.74,2.54,0.0939044481054365
617,29,15,23,1,7,11,4,31.85,4.67,31.85,3.28,0.1329348135496726
618,29,15,9,1,15,11,2,1.96,0.7,19.99,1.96,0.0318906605922551
619,29,15,20,1,15,11,3,2.54,2.28,21.74,2.54,0.0939044481054365
620,29,15,23,1,15,11,4,3.28,4.67,31.85,3.28,0.1329348135496726
621,29,15,9,1,8,11,2,1.4,0.7,19.99,1.96,0.0318906605922551
622,29,15,20,1,8,11,3,1.09,2.28,21.74,2.54,0.0939044481054365
623,29,15,23,1,8,11,4,1.62,4.67,31.85,3.28,0.1329348135496726
624,29,15,9,1,6,11,2,3.05,0.7,19.99,1.96,0.0318906605922551
625,29,15,20,1,6,11,3,2.64,2.28,21.74,2.54,0.0939044481054365
626,29,15,23,1,6,11,4,1.99,4.67,31.85,3.28,0.1329348135496726
627,30,16,9,2,17,31,4,0.69,0.69,3.95,0.21,0.1658653846153846
628,30,16,13,2,17,31,4,1.15,1.15,4.13,0.21,0.2649769585253456
629,30,16,23,2,17,31,4,1.32,1.32,2.55,0.18,0.4835164835164835
630,30,16,9,2,4,31,4,0.2929,0.69,3.95,0.21,0.1658653846153846
631,30,16,13,2,4,31,4,0.2846,1.15,4.13,0.21,0.2649769585253456
632,30,16,23,2,4,31,4,0.2449,1.32,2.55,0.18,0.4835164835164835
633,30,16,9,2,7,31,4,3.95,0.69,3.95,0.21,0.1658653846153846
634,30,16,13,2,7,31,4,4.13,1.15,4.13,0.21,0.2649769585253456
635,30,16,23,2,7,31,4,2.55,1.32,2.55,0.18,0.4835164835164835
636,30,16,9,2,15,31,4,0.21,0.69,3.95,0.21,0.1658653846153846
637,30,16,13,2,15,31,4,0.21,1.15,4.13,0.21,0.2649769585253456
638,30,16,23,2,15,31,4,0.18,1.32,2.55,0.18,0.4835164835164835
639,30,16,9,2,8,31,4,0.18,0.69,3.95,0.21,0.1658653846153846
640,30,16,13,2,8,31,4,0.22,1.15,4.13,0.21,0.2649769585253456
641,30,16,23,2,8,31,4,0.13,1.32,2.55,0.18,0.4835164835164835
642,30,16,9,2,6,31,4,0.64,0.69,3.95,0.21,0.1658653846153846
643,30,16,13,2,6,31,4,1.29,1.15,4.13,0.21,0.2649769585253456
644,30,16,23,2,6,31,4,0.84,1.32,2.55,0.18,0.4835164835164835
645,30,16,9,2,3,31,4,0.1624606499999999,0.69,3.95,0.21,0.1658653846153846
646,30,16,13,2,3,31,4,0.26845335,1.15,4.13,0.21,0.2649769585253456
647,30,16,23,2,3,31,4,0.2455662,1.32,2.55,0.18,0.4835164835164835
648,31,17,16,2,17,20,3,7.02,7.02,83.95,47.02,0.0536000610826906
649,31,17,23,2,17,20,4,10.53,10.53,0.0,58.91,0.1787472415549142
650,31,17,25,2,17,20,3,4.68,4.68,49.38,8.78,0.0804676753782668
651,31,17,16,2,4,20,3,5.1866,7.02,83.95,47.02,0.0536000610826906
652,31,17,23,2,4,20,4,4.5383,10.53,0.0,58.91,0.1787472415549142
653,31,17,25,2,4,20,3,2.5933,4.68,49.38,8.78,0.0804676753782668
654,31,17,16,2,7,20,3,83.95,7.02,83.95,47.02,0.0536000610826906
655,31,17,25,2,7,20,3,49.38,4.68,49.38,8.78,0.0804676753782668
656,31,17,16,2,15,20,3,47.02,7.02,83.95,47.02,0.0536000610826906
657,31,17,23,2,15,20,4,58.91,10.53,0.0,58.91,0.1787472415549142
658,31,17,25,2,15,20,3,8.78,4.68,49.38,8.78,0.0804676753782668
659,31,17,16,2,8,20,3,2.53,7.02,83.95,47.02,0.0536000610826906
660,31,17,23,2,8,20,4,1.9,10.53,0.0,58.91,0.1787472415549142
661,31,17,25,2,8,20,3,1.9,4.68,49.38,8.78,0.0804676753782668
662,31,17,16,2,6,20,3,5.34,7.02,83.95,47.02,0.0536000610826906
663,31,17,23,2,6,20,4,5.34,10.53,0.0,58.91,0.1787472415549142
664,31,17,25,2,6,20,3,4.01,4.68,49.38,8.78,0.0804676753782668
665,31,17,16,2,1,20,3,0.138,7.02,83.95,47.02,0.0536000610826906
666,32,17,16,2,17,28,2,4.2,4.2,68.33,36.01,0.0402530189764232
667,32,17,23,2,17,28,2,4.8,4.8,93.64,47.93,0.0339054884509429
668,32,17,25,2,17,28,2,4.2,4.2,0.0,95.07,0.0441779741243294
669,32,17,16,2,4,28,2,2.3259,4.2,68.33,36.01,0.0402530189764232
670,32,17,23,2,4,28,2,1.6613,4.8,93.64,47.93,0.0339054884509429
671,32,17,25,2,4,28,2,1.3291,4.2,0.0,95.07,0.0441779741243294
672,32,17,16,2,7,28,2,68.33,4.2,68.33,36.01,0.0402530189764232
673,32,17,23,2,7,28,2,93.64,4.8,93.64,47.93,0.0339054884509429
674,32,17,16,2,15,28,2,36.01,4.2,68.33,36.01,0.0402530189764232
675,32,17,23,2,15,28,2,47.93,4.8,93.64,47.93,0.0339054884509429
676,32,17,25,2,15,28,2,95.07,4.2,0.0,95.07,0.0441779741243294
677,32,17,16,2,8,28,2,1.62,4.2,68.33,36.01,0.0402530189764232
